artist_id,normalized_name,display_name
810,thegaslightanthem,The Gaslight Anthem
811,thegelheads,The Gelheads
812,thegetupkids,The Get Up Kids
813,thegratefuldead,The Grateful Dead
814,thehangups,The Hang-Ups
815,theheadtheheart,The Head & The Heart
816,theheadandtheheart,The Head and the Heart
817,thehenryclaypeople,The Henry Clay People
818,theholdsteady,The Hold Steady
819,thehushsound,The Hush Sound
820,theinsecurities,The Insecurities
821,thekgb,The KGB
822,thekillers,The Killers
823,theknocks,The Knocks
824,thelastnightonearth,The Last Night on Earth
825,thelastshadowpuppets,The Last Shadow Puppets
826,thelifeline,The Lifeline
827,thelivingend,The Living End
828,thelonelyforest,The Lonely Forest
829,thelovedones,The Loved Ones
830,themaine,The Maine
831,thematches,The Matches
832,themaybenauts,The Maybenauts
833,theminorleagues,The Minor Leagues
834,themorningbenders,The Morning Benders
835,thenational,The National
836,theneptunas,The Neptunas
837,thenewdeal,The New Deal
838,thenewpornographers,The New Pornographers
839,thenixons,The Nixons
840,theoffspring,The Offspring
841,theoutlawrodeoshow,The Outlaw Rodeo Show
842,thepolice,The Police
843,thepolkadots,The Polka Dots
844,thepostalservice,The Postal Service
845,theraconteurs,The Raconteurs
846,theromanyrye,The Romany Rye
847,theroots,The Roots
848,theshelters,The Shelters
849,theshins,The Shins
850,theslugs,The Slugs
851,thesnails,The Snails
852,thespillcanvas,The Spill Canvas
853,thesteepwaterband,The Steepwater Band
854,thesteps,The Steps
855,thestorysofar,The Story So Far
856,thestrokes,The Strokes
857,thetempertrap,The Temper Trap
858,thetravelingcircusmedicineshow,The Traveling Circus & Medicine Show
859,thevervepipe,The Verve Pipe
860,thewalkmen,The Walkmen
861,thewallflowers,The Wallflowers
862,thewalters,The Walters
863,theweeks,The Weeks
864,thewhigs,The Whigs
865,thewonderyears,The Wonder Years
866,thexx,The XX
867,thenagain,Then Again...
868,theseunitedstates,These United States
869,theymightbegiants,They Might Be Giants
870,thieverycorporation,Thievery Corporation
871,thirdeyeblind,Third Eye Blind
872,threedoorsdown,Three Doors Down
873,threepianos,Three Pianos
874,thundercat,Thundercat
875,thunderkatz,Thunderkatz
876,tinymastersoftoday,Tiny Masters of Today
877,toadthewetsprocket,Toad the Wet Sprocket
878,toadthewetsprockett,Toad the Wet Sprockett
879,tokyopoliceclub,Tokyo Police Club
880,tommorrello,Tom Morrello
881,tompetty,Tom Petty
882,tompettytheheartbrakers,Tom Petty & the Heartbrakers
883,tompettytheheartbreakers,Tom Petty & the Heartbreakers
884,tompettyandtheheartbreakers,Tom Petty and the Heartbreakers
885,tonic,Tonic
886,toroymoi,Toro y Moi
887,touristactivity,Tourist Activity
888,tracer,Tracer
889,tracybonham,Tracy Bonham
890,train,Train
891,trampledbyturtles,Trampled by Turtles
892,transmatic,Transmatic
893,travis,Travis
894,treatyofparis,Treaty of Paris
895,trippingdaisy,Tripping Daisy
896,tromboneshortyorleansavenue,Trombone Shorty & Orleans Avenue
897,tvontheradio,TV on the Radio
898,twiddle,Twiddle
899,twinforks,Twin Forks
900,twodoorcinemaclub,Two Door Cinema Club
901,tycho,Tycho
902,typhoon,Typhoon
903,u2,U2
904,ultimatefakebook,Ultimate Fakebook
905,umphreesmcgee,Umphree’s McGee
906,unclekracker,Uncle Kracker
907,unifiedtheory,Unified Theory
908,uninvited,Uninvited
909,unknownmortalorchestra,Unknown Mortal Orchestra
910,unwrittenlaw,Unwritten Law
911,valemmich,Val Emmich
912,valencia,Valencia
913,vampireweekend,Vampire Weekend
914,vanghost,Van Ghost
915,vancejoy,Vance Joy
916,vanessacarlton,Vanessa Carlton
917,vast,Vast
918,vedera,Vedera
919,vega4,Vega 4
920,verbow,Verbow
921,vergefest,Verge Fest
922,veronica37,Veronica 37
923,verticalhorizon,Vertical Horizon
924,verucasalt,Veruca Salt
925,vervepipe,Verve Pipe
926,vibrolush,Vibrolush
927,vincegill,Vince Gill
928,violentfemmes,Violent Femmes
929,vivavolce,Viva Volce
930,wakeowl,Wake Owl
931,walkthemoon,Walk the Moon
932,wallows,Wallows
933,wallyingramdavidlindley,Wally Ingram/David Lindley
934,warpedtour06,Warped Tour '06
935,warreng,Warren G
936,watchmen,Watchmen
937,wavves,Wavves
938,weezer,Weezer
939,wheat,Wheat
940,wheatus,Wheatus
941,whenwewereyoung22,When We Were Young ‘22
942,whenwewereyoung23,When We Were Young ‘23
943,whitearrows,White Arrows
944,whitedenim,White Denim
945,whitelies,White Lies
946,whiterabbits,White Rabbits
947,whitezombie,White Zombie
948,widespreadpanic,Widespread Panic
949,wilco,Wilco
950,wildbelle,Wild Belle
951,wildsweetorange,Wild Sweet Orange
952,willhoge,Will Hoge
953,willienelson,Willie Nelson
954,wilson,Wilson
955,winnetkabowlingleague,Winnetka Bowling League
956,winnetkamusicfestival25,Winnetka Music Festival ‘25
957,wizkhalifa,Wiz Khalifa
958,worldsbiggestblockparty,World's Biggest Block Party
959,worryclub,Worry Club
960,wutangclan,Wu Tang Clan
961,xambassadors,X Ambassadors
962,xfest98,X-Fest '98
963,yacht,Yacht
964,yaeji,Yaeji
965,yeahyeahyeahs,Yeah Yeah Yeahs
966,yearsyears,Years & Years
967,yellowcard,Yellowcard
968,youngdubliners,Young Dubliners
969,youngthegiant,Young the Giant
970,yungblud,Yungblud
971,zacclark,Zac Clark
972,zebrahead,Zebrahead
